id,noise_type,original_text,noisy_text,normalized_text,sentiment_label,topic_label,normalization_changed,num_normalization_replacements,normalization_spans
test_7,no_accent,thầy nhiệt tình giảng lại cho học sinh .,thay nhiet tinh giang lai cho hoc sinh .,thay nhiệt tình giang lai cho hoc sinh .,positive,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""nhiet tinh"", ""target"": ""nhiệt tình"", ""start_char"": 5, ""end_char"": 15, ""matched_text"": ""nhiet tinh""}]"
test_8,no_accent,có đôi lúc nói hơi nhanh làm sinh viên không theo kịp .,co doi luc noi hoi nhanh lam sinh vien khong theo kip .,co doi luc noi hoi nhanh lam sinh viên không theo kip .,negative,lecturer,True,2,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 39, ""end_char"": 44, ""matched_text"": ""khong""}, {""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 29, ""end_char"": 38, ""matched_text"": ""sinh vien""}]"
test_9,no_accent,"giảng dạy nhiệt tình , liên hệ thực tế khá nhiều , tương tác với sinh viên tương đối tốt .","giang day nhiet tinh , lien he thuc te kha nhieu , tuong tac voi sinh vien tuong doi tot .","giang day nhiệt tình , lien he thuc te kha nhiều , tuong tac voi sinh viên tuong doi tốt .",positive,lecturer,True,4,"[{""rule"": ""teencode"", ""source"": ""nhieu"", ""target"": ""nhiều"", ""start_char"": 43, ""end_char"": 48, ""matched_text"": ""nhieu""}, {""rule"": ""no_accent_phrase"", ""source"": ""nhiet tinh"", ""target"": ""nhiệt tình"", ""start_char"": 10, ""end_char"": 20, ""matched_text"": ""nhiet tinh""}, {""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 65, ""end_char"": 74, ""matched_text"": ""sinh vien""}, {""rule"": ""no_accent_phrase"", ""source"": ""tot"", ""target"": ""tốt"", ""start_char"": 85, ""end_char"": 88, ""matched_text"": ""tot""}]"
test_10,no_accent,giảng viên nhiệt tình trong công tác giảng dạy .,giang vien nhiet tinh trong cong tac giang day .,giảng viên nhiệt tình trong cong tac giang day .,positive,lecturer,True,2,"[{""rule"": ""no_accent_phrase"", ""source"": ""giang vien"", ""target"": ""giảng viên"", ""start_char"": 0, ""end_char"": 10, ""matched_text"": ""giang vien""}, {""rule"": ""no_accent_phrase"", ""source"": ""nhiet tinh"", ""target"": ""nhiệt tình"", ""start_char"": 11, ""end_char"": 21, ""matched_text"": ""nhiet tinh""}]"
test_11,no_accent,"cô rất nhiệt tình , dễ thương , dạy dễ hiểu .","co rat nhiet tinh , de thuong , day de hieu .","co rat nhiệt tình , de thuong , day dễ hiểu .",positive,lecturer,True,2,"[{""rule"": ""no_accent_phrase"", ""source"": ""nhiet tinh"", ""target"": ""nhiệt tình"", ""start_char"": 7, ""end_char"": 17, ""matched_text"": ""nhiet tinh""}, {""rule"": ""no_accent_phrase"", ""source"": ""de hieu"", ""target"": ""dễ hiểu"", ""start_char"": 36, ""end_char"": 43, ""matched_text"": ""de hieu""}]"
test_12,no_accent,trong trường macbook thầy số hai thì không có máy nào số một .,trong truong macbook thay so hai thi khong co may nao so mot .,trong truong macbook thay so hai thi không co may nao so mot .,positive,others,True,1,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 37, ""end_char"": 42, ""matched_text"": ""khong""}]"
test_13,no_accent,sinh viên không tiếp thu kịp cũng như không hiểu gì .,sinh vien khong tiep thu kip cung nhu khong hieu gi .,sinh viên không tiep thu kip cung nhu không hieu gi .,negative,training_program,True,3,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 10, ""end_char"": 15, ""matched_text"": ""khong""}, {""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 38, ""end_char"": 43, ""matched_text"": ""khong""}, {""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 0, ""end_char"": 9, ""matched_text"": ""sinh vien""}]"
test_14,no_accent,thầy nhiệt tình giúp đỡ sinh viên trong quá trình thực hành .,thay nhiet tinh giup do sinh vien trong qua trinh thuc hanh .,thay nhiệt tình giup do sinh viên trong qua trinh thực hành .,positive,lecturer,True,3,"[{""rule"": ""no_accent_phrase"", ""source"": ""nhiet tinh"", ""target"": ""nhiệt tình"", ""start_char"": 5, ""end_char"": 15, ""matched_text"": ""nhiet tinh""}, {""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 24, ""end_char"": 33, ""matched_text"": ""sinh vien""}, {""rule"": ""no_accent_phrase"", ""source"": ""thuc hanh"", ""target"": ""thực hành"", ""start_char"": 50, ""end_char"": 59, ""matched_text"": ""thuc hanh""}]"
test_15,no_accent,thầy rất tận tình và giúp đỡ sinh viên rất nhiều .,thay rat tan tinh va giup do sinh vien rat nhieu .,thay rat tan tinh va giup do sinh viên rat nhiều .,positive,lecturer,True,2,"[{""rule"": ""teencode"", ""source"": ""nhieu"", ""target"": ""nhiều"", ""start_char"": 43, ""end_char"": 48, ""matched_text"": ""nhieu""}, {""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 29, ""end_char"": 38, ""matched_text"": ""sinh vien""}]"
test_16,no_accent,giảng viên giải thích kỹ và chi tiết .,giang vien giai thich ky va chi tiet .,giảng viên giai thich ky va chi tiet .,positive,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""giang vien"", ""target"": ""giảng viên"", ""start_char"": 0, ""end_char"": 10, ""matched_text"": ""giang vien""}]"
test_17,no_accent,"thầy dạy rất chi tiết , lý thuyết đầy đủ .","thay day rat chi tiet , ly thuyet day du .","thay day rat chi tiet , lý thuyết đầy đủ .",positive,lecturer,True,2,"[{""rule"": ""no_accent_phrase"", ""source"": ""ly thuyet"", ""target"": ""lý thuyết"", ""start_char"": 24, ""end_char"": 33, ""matched_text"": ""ly thuyet""}, {""rule"": ""no_accent_phrase"", ""source"": ""day du"", ""target"": ""đầy đủ"", ""start_char"": 34, ""end_char"": 40, ""matched_text"": ""day du""}]"
test_21,no_accent,"giảng dạy dễ hiểu , tận tâm !","giang day de hieu , tan tam !","giang day dễ hiểu , tan tam !",positive,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""de hieu"", ""target"": ""dễ hiểu"", ""start_char"": 10, ""end_char"": 17, ""matched_text"": ""de hieu""}]"
test_22,no_accent,"giảng viên nhiệt tình , giải đáp thắc mắc đầy đủ .","giang vien nhiet tinh , giai dap thac mac day du .","giảng viên nhiệt tình , giai dap thac mac đầy đủ .",positive,lecturer,True,3,"[{""rule"": ""no_accent_phrase"", ""source"": ""giang vien"", ""target"": ""giảng viên"", ""start_char"": 0, ""end_char"": 10, ""matched_text"": ""giang vien""}, {""rule"": ""no_accent_phrase"", ""source"": ""nhiet tinh"", ""target"": ""nhiệt tình"", ""start_char"": 11, ""end_char"": 21, ""matched_text"": ""nhiet tinh""}, {""rule"": ""no_accent_phrase"", ""source"": ""day du"", ""target"": ""đầy đủ"", ""start_char"": 42, ""end_char"": 48, ""matched_text"": ""day du""}]"
test_23,no_accent,nên đưa ra một vài phương pháp học lập trình hay cho sinh viên .,nen dua ra mot vai phuong phap hoc lap trinh hay cho sinh vien .,nen dua ra mot vai phuong phap hoc lap trinh hay cho sinh viên .,negative,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 53, ""end_char"": 62, ""matched_text"": ""sinh vien""}]"
test_24,no_accent,giảng viên dạy sôi nổi .,giang vien day soi noi .,giảng viên day soi noi .,positive,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""giang vien"", ""target"": ""giảng viên"", ""start_char"": 0, ""end_char"": 10, ""matched_text"": ""giang vien""}]"
test_25,no_accent,em học bên chất lượng cao mà phòng máy không cung cấp đủ máy ( vì máy hư hoặc không cài chương trình ) .,em hoc ben chat luong cao ma phong may khong cung cap du may ( vi may hu hoac khong cai chuong trinh ) .,em hoc ben chat luong cao ma phòng máy không cung cap du may ( vi may hu hoac không cai chuong trinh ) .,negative,facility,True,3,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 39, ""end_char"": 44, ""matched_text"": ""khong""}, {""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 78, ""end_char"": 83, ""matched_text"": ""khong""}, {""rule"": ""no_accent_phrase"", ""source"": ""phong may"", ""target"": ""phòng máy"", ""start_char"": 29, ""end_char"": 38, ""matched_text"": ""phong may""}]"
test_27,no_accent,cách mà cô tiếp cận với sinh viên .,cach ma co tiep can voi sinh vien .,cach ma co tiep can voi sinh viên .,neutral,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 24, ""end_char"": 33, ""matched_text"": ""sinh vien""}]"
test_1,teencode_colloquial,giáo viên rất vui tính .,giáo viên r vui tính .,giáo viên rất vui tính .,positive,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 10, ""end_char"": 11, ""matched_text"": ""r""}]"
test_4,teencode_colloquial,"giáo viên không giảng dạy kiến thức , hướng dẫn thực hành trong quá trình học .","giáo viên k giảng dạy kiến thức , hướng dẫn thực hành trong quá trình học .","giáo viên không giảng dạy kiến thức , hướng dẫn thực hành trong quá trình học .",negative,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""k"", ""target"": ""không"", ""start_char"": 10, ""end_char"": 11, ""matched_text"": ""k""}]"
test_8,teencode_colloquial,có đôi lúc nói hơi nhanh làm sinh viên không theo kịp .,có đôi lúc nói hơi nhanh làm sinh viên ko theo kịp .,có đôi lúc nói hơi nhanh làm sinh viên không theo kịp .,negative,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""ko"", ""target"": ""không"", ""start_char"": 39, ""end_char"": 41, ""matched_text"": ""ko""}]"
test_9,teencode_colloquial,"giảng dạy nhiệt tình , liên hệ thực tế khá nhiều , tương tác với sinh viên tương đối tốt .","giảng dạy nhiệt tình , liên hệ thực tế khá nhìu , tương tác vs sinh viên tương đối tốt .","giảng dạy nhiệt tình , liên hệ thực tế khá nhiều , tương tác với sinh viên tương đối tốt .",positive,lecturer,True,2,"[{""rule"": ""teencode"", ""source"": ""nhìu"", ""target"": ""nhiều"", ""start_char"": 43, ""end_char"": 47, ""matched_text"": ""nhìu""}, {""rule"": ""teencode"", ""source"": ""vs"", ""target"": ""với"", ""start_char"": 61, ""end_char"": 63, ""matched_text"": ""vs""}]"
test_11,teencode_colloquial,"cô rất nhiệt tình , dễ thương , dạy dễ hiểu .","cô r nhiệt tình , dễ thương , dạy dễ hiểu .","cô rất nhiệt tình , dễ thương , dạy dễ hiểu .",positive,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 3, ""end_char"": 4, ""matched_text"": ""r""}]"
test_12,teencode_colloquial,trong trường macbook thầy số hai thì không có máy nào số một .,trong trường macbook thầy số hai thì ko có máy nào số một .,trong trường macbook thầy số hai thì không có máy nào số một .,positive,others,True,1,"[{""rule"": ""teencode"", ""source"": ""ko"", ""target"": ""không"", ""start_char"": 37, ""end_char"": 39, ""matched_text"": ""ko""}]"
test_13,teencode_colloquial,sinh viên không tiếp thu kịp cũng như không hiểu gì .,sinh viên k tiếp thu kịp cũng như k hiểu gì .,sinh viên không tiếp thu kịp cũng như không hiểu gì .,negative,training_program,True,2,"[{""rule"": ""teencode"", ""source"": ""k"", ""target"": ""không"", ""start_char"": 10, ""end_char"": 11, ""matched_text"": ""k""}, {""rule"": ""teencode"", ""source"": ""k"", ""target"": ""không"", ""start_char"": 34, ""end_char"": 35, ""matched_text"": ""k""}]"
test_15,teencode_colloquial,thầy rất tận tình và giúp đỡ sinh viên rất nhiều .,thầy r tận tình và giúp đỡ sinh viên r nhiều .,thầy rất tận tình và giúp đỡ sinh viên rất nhiều .,positive,lecturer,True,2,"[{""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 5, ""end_char"": 6, ""matched_text"": ""r""}, {""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 37, ""end_char"": 38, ""matched_text"": ""r""}]"
test_17,teencode_colloquial,"thầy dạy rất chi tiết , lý thuyết đầy đủ .","thầy dạy r chi tiết , lý thuyết đầy đủ .","thầy dạy rất chi tiết , lý thuyết đầy đủ .",positive,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 9, ""end_char"": 10, ""matched_text"": ""r""}]"
test_25,teencode_colloquial,em học bên chất lượng cao mà phòng máy không cung cấp đủ máy ( vì máy hư hoặc không cài chương trình ) .,em học bên chất lượng cao mà phòng máy ko cung cấp đủ máy ( vì máy hư hoặc ko cài chương trình ) .,em học bên chất lượng cao mà phòng máy không cung cấp đủ máy ( vì máy hư hoặc không cài chương trình ) .,negative,facility,True,2,"[{""rule"": ""teencode"", ""source"": ""ko"", ""target"": ""không"", ""start_char"": 39, ""end_char"": 41, ""matched_text"": ""ko""}, {""rule"": ""teencode"", ""source"": ""ko"", ""target"": ""không"", ""start_char"": 75, ""end_char"": 77, ""matched_text"": ""ko""}]"
test_27,teencode_colloquial,cách mà cô tiếp cận với sinh viên .,cách mà cô tiếp cận vs sinh viên .,cách mà cô tiếp cận với sinh viên .,neutral,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""vs"", ""target"": ""với"", ""start_char"": 20, ""end_char"": 22, ""matched_text"": ""vs""}]"
test_29,teencode_colloquial,"giảng viên tận tâm , gần gũi với học sinh .","giảng viên tận tâm , gần gũi vs học sinh .","giảng viên tận tâm , gần gũi với học sinh .",positive,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""vs"", ""target"": ""với"", ""start_char"": 29, ""end_char"": 31, ""matched_text"": ""vs""}]"
test_30,teencode_colloquial,thầy dạy rất nhiệt tình và giảng kỹ bài không cần cải thiện gì cả .,thầy dạy r nhiệt tình và giảng kỹ bài k cần cải thiện gì cả .,thầy dạy rất nhiệt tình và giảng kỹ bài không cần cải thiện gì cả .,positive,lecturer,True,2,"[{""rule"": ""teencode"", ""source"": ""k"", ""target"": ""không"", ""start_char"": 38, ""end_char"": 39, ""matched_text"": ""k""}, {""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 9, ""end_char"": 10, ""matched_text"": ""r""}]"
test_32,teencode_colloquial,thầy rất nhiệt tình thân thiện và vui tính cách giảng dạy rất dễ hiểu .,thầy r nhiệt tình thân thiện và vui tính cách giảng dạy r dễ hiểu .,thầy rất nhiệt tình thân thiện và vui tính cách giảng dạy rất dễ hiểu .,positive,lecturer,True,2,"[{""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 5, ""end_char"": 6, ""matched_text"": ""r""}, {""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 56, ""end_char"": 57, ""matched_text"": ""r""}]"
test_33,teencode_colloquial,không nhiệt tình chỉ dẫn và luôn gây khó khăn cho sinh viên .,ko nhiệt tình chỉ dẫn và lun gây khó khăn cho sinh viên .,không nhiệt tình chỉ dẫn và luôn gây khó khăn cho sinh viên .,negative,lecturer,True,2,"[{""rule"": ""teencode"", ""source"": ""lun"", ""target"": ""luôn"", ""start_char"": 25, ""end_char"": 28, ""matched_text"": ""lun""}, {""rule"": ""teencode"", ""source"": ""ko"", ""target"": ""không"", ""start_char"": 0, ""end_char"": 2, ""matched_text"": ""ko""}]"
test_34,teencode_colloquial,giữa lý thuyết từ vựng với trò chơi để dễ tiếp thu .,giữa lý thuyết từ vựng vs trò chơi để dễ tiếp thu .,giữa lý thuyết từ vựng với trò chơi để dễ tiếp thu .,negative,training_program,True,1,"[{""rule"": ""teencode"", ""source"": ""vs"", ""target"": ""với"", ""start_char"": 23, ""end_char"": 25, ""matched_text"": ""vs""}]"
test_38,teencode_colloquial,"cô wzjwz234 , dạy rất nhiệt tính , tận tâm tận lực , giải thích từng câu code giúp học sinh hiểu rõ vấn đề , rất thích cô dạy môn hướng đối tượng này .","cô wzjwz234 , dạy r nhiệt tính , tận tâm tận lực , giải thích từng câu code giúp học sinh hiểu rõ vấn đề , r thích cô dạy môn hướng đối tượng này .","cô wzjwz234 , dạy rất nhiệt tính , tận tâm tận lực , giải thích từng câu code giúp học sinh hiểu rõ vấn đề , rất thích cô dạy môn hướng đối tượng này .",positive,lecturer,True,2,"[{""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 18, ""end_char"": 19, ""matched_text"": ""r""}, {""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 107, ""end_char"": 108, ""matched_text"": ""r""}]"
test_42,teencode_colloquial,"tốc độ dạy của giảng viên nhanh , nên có một số nội dung không cung cấp đầy đủ kiến thức .","tốc độ dạy của giảng viên nhanh , nên có một số nội dung k cung cấp đầy đủ kiến thức .","tốc độ dạy của giảng viên nhanh , nên có một số nội dung không cung cấp đầy đủ kiến thức .",negative,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""k"", ""target"": ""không"", ""start_char"": 57, ""end_char"": 58, ""matched_text"": ""k""}]"
test_43,teencode_colloquial,"cô vui tính , học không áp lực .","cô vui tính , học ko áp lực .","cô vui tính , học không áp lực .",positive,training_program,True,1,"[{""rule"": ""teencode"", ""source"": ""ko"", ""target"": ""không"", ""start_char"": 18, ""end_char"": 20, ""matched_text"": ""ko""}]"
test_44,teencode_colloquial,cô dạy rất tốt và nhiệt tình .,cô dạy r tốt và nhiệt tình .,cô dạy rất tốt và nhiệt tình .,positive,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""r"", ""target"": ""rất"", ""start_char"": 7, ""end_char"": 8, ""matched_text"": ""r""}]"
test_8,typo,có đôi lúc nói hơi nhanh làm sinh viên không theo kịp .,có đôi lúc nói hơi nhanh làm sinh viên khong theo kịp .,có đôi lúc nói hơi nhanh làm sinh viên không theo kịp .,negative,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 39, ""end_char"": 44, ""matched_text"": ""khong""}]"
test_13,typo,sinh viên không tiếp thu kịp cũng như không hiểu gì .,sinh viên không tiếp thu kịp cũng như khong hiểu gì .,sinh viên không tiếp thu kịp cũng như không hiểu gì .,negative,training_program,True,1,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 38, ""end_char"": 43, ""matched_text"": ""khong""}]"
test_15,typo,thầy rất tận tình và giúp đỡ sinh viên rất nhiều .,thầy rất tận tình và giúp đỡ sinh vien rất nhiều .,thầy rất tận tình và giúp đỡ sinh viên rất nhiều .,positive,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 29, ""end_char"": 38, ""matched_text"": ""sinh vien""}]"
test_23,typo,nên đưa ra một vài phương pháp học lập trình hay cho sinh viên .,nên đưa ra một vài phương pháp học lập trình hay cho sinh vien .,nên đưa ra một vài phương pháp học lập trình hay cho sinh viên .,negative,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 53, ""end_char"": 62, ""matched_text"": ""sinh vien""}]"
test_25,typo,em học bên chất lượng cao mà phòng máy không cung cấp đủ máy ( vì máy hư hoặc không cài chương trình ) .,em học bên chất lượng cao mà phòng máy không cung cấp đủ máy ( vì máy hư hoặc khong cài chương trình ) .,em học bên chất lượng cao mà phòng máy không cung cấp đủ máy ( vì máy hư hoặc không cài chương trình ) .,negative,facility,True,1,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 78, ""end_char"": 83, ""matched_text"": ""khong""}]"
test_33,typo,không nhiệt tình chỉ dẫn và luôn gây khó khăn cho sinh viên .,khong nhiệt tình chỉ dẫn và luôn gây khó khăn cho sinh viên .,không nhiệt tình chỉ dẫn và luôn gây khó khăn cho sinh viên .,negative,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 0, ""end_char"": 5, ""matched_text"": ""khong""}]"
test_54,typo,"sử dụng thời gian không hiệu quả , đi quá muộn và về quá trễ ( 8h30 vào lớp 12h về ) .","sử dụng thoi gian không hiệu quả , đi quá muộn và về quá trễ ( 8h30 vào lớp 12h về ) .","sử dụng thời gian không hiệu quả , đi quá muộn và về quá trễ ( 8h30 vào lớp 12h về ) .",negative,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""thoi gian"", ""target"": ""thời gian"", ""start_char"": 8, ""end_char"": 17, ""matched_text"": ""thoi gian""}]"
test_57,typo,đưa nhiều bài tập khó mà có lời giải cho sinh viên về nhà nghiên cứu .,đưa nhiều bài tập khó mà có lời giải cho sinh vien về nhà nghiên cứu .,đưa nhiều bài tập khó mà có lời giải cho sinh viên về nhà nghiên cứu .,positive,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 41, ""end_char"": 50, ""matched_text"": ""sinh vien""}]"
test_60,typo,giảng viên cho bài tập nhiều đầy đủ .,giảng viên cho bài tập nhieu đầy đủ .,giảng viên cho bài tập nhiều đầy đủ .,positive,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""nhieu"", ""target"": ""nhiều"", ""start_char"": 23, ""end_char"": 28, ""matched_text"": ""nhieu""}]"
test_64,typo,"cô dạy hay , em không có ý kiến .","cô dạy hay , em khong có ý kiến .","cô dạy hay , em không có ý kiến .",positive,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 16, ""end_char"": 21, ""matched_text"": ""khong""}]"
test_67,typo,"thêm hoạt động của sinh viên , giúp sinh viên chủ động hơn .","thêm hoạt động của sinh vien , giúp sinh viên chủ động hơn .","thêm hoạt động của sinh viên , giúp sinh viên chủ động hơn .",negative,training_program,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 19, ""end_char"": 28, ""matched_text"": ""sinh vien""}]"
test_82,typo,có up bài cho sinh viên làm thêm bài tập .,có up bài cho sinh vien làm thêm bài tập .,có up bài cho sinh viên làm thêm bài tập .,positive,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 14, ""end_char"": 23, ""matched_text"": ""sinh vien""}]"
test_86,typo,thời gian các bạn lên làm bài tập thì thầy nên giảng cho các sinh viên khác chưa làm được .,thời gian các bạn lên làm bài tập thì thầy nên giảng cho các sinh vien khác chưa làm được .,thời gian các bạn lên làm bài tập thì thầy nên giảng cho các sinh viên khác chưa làm được .,negative,training_program,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 61, ""end_char"": 70, ""matched_text"": ""sinh vien""}]"
test_89,typo,không slide .,khong slide .,không slide .,negative,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 0, ""end_char"": 5, ""matched_text"": ""khong""}]"
test_95,typo,học thì quá ít nhưng khi thi thì quá nhiều yêu cầu viết code trong đề thi thì sao mà sinh viên có thể làm được .,học thì quá ít nhưng khi thi thì quá nhiều yêu cầu viết code trong đề thi thì sao mà sinh vien có thể làm được .,học thì quá ít nhưng khi thi thì quá nhiều yêu cầu viết code trong đề thi thì sao mà sinh viên có thể làm được .,negative,others,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 85, ""end_char"": 94, ""matched_text"": ""sinh vien""}]"
test_99,typo,không thật sự dạy .,khong thật sự dạy .,không thật sự dạy .,negative,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""khong"", ""target"": ""không"", ""start_char"": 0, ""end_char"": 5, ""matched_text"": ""khong""}]"
test_108,typo,nên cho sinh viên slide để học .,nên cho sinh vien slide để học .,nên cho sinh viên slide để học .,negative,lecturer,True,1,"[{""rule"": ""no_accent_phrase"", ""source"": ""sinh vien"", ""target"": ""sinh viên"", ""start_char"": 8, ""end_char"": 17, ""matched_text"": ""sinh vien""}]"
test_113,typo,"những kiến thức thầy cung cấp rất đa dạng và cần thiết , cảm ơn thầy rất nhiều .","những kiến thức thầy cung cấp rất đa dạng và cần thiết , cảm ơn thầy rất nhieu .","những kiến thức thầy cung cấp rất đa dạng và cần thiết , cảm ơn thầy rất nhiều .",positive,lecturer,True,1,"[{""rule"": ""teencode"", ""source"": ""nhieu"", ""target"": ""nhiều"", ""start_char"": 73, ""end_char"": 78, ""matched_text"": ""nhieu""}]"
test_116,typo,thêm nhiều bài tập thiết thực hơn .,thêm nhieu bài tập thiết thực hơn .,thêm nhiều bài tập thiết thực hơn .,negative,training_program,True,1,"[{""rule"": ""teencode"", ""source"": ""nhieu"", ""target"": ""nhiều"", ""start_char"": 5, ""end_char"": 10, ""matched_text"": ""nhieu""}]"
test_125,typo,có nhiều thầy cô đến lớp không đúng giờ .,có nhieu thầy cô đến lớp không đúng giờ .,có nhiều thầy cô đến lớp không đúng giờ .,negative,facility,True,1,"[{""rule"": ""teencode"", ""source"": ""nhieu"", ""target"": ""nhiều"", ""start_char"": 3, ""end_char"": 8, ""matched_text"": ""nhieu""}]"
